key,date,value01risk,value02risk,value03risk,value04risk,value05risk,value06risk,value07risk,value01ind,value02ind,value03ind,value04ind,value05ind,value06ind,value07ind,deaths01,deaths02,deaths03,deaths04,deaths05,deaths06,deaths07,illnesses01,illnesses02,illnesses03,illnesses04,illnesses05,illnesses06,illnesses07,disruption01,disruption02,disruption03,disruption04,disruption05,disruption06,disruption07
Damage to civil infrastructure,2022,0,0,0,0,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2023,0,0,0,0,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2024,0,0,0,0,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2025,0,0,0,0,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2026,0,0,0,0,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2027,0,0,0,0,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2028,0,0,0,0,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2029,0,0,0,0,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2030,0,0,0,0,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2031,0,0,0,0,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2032,0,0,0,0,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2033,0,0,0,0,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2034,0,0,0,0,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2035,0,0,0,0,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2036,0,0,0,0,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2037,0,0,0,0,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2038,0,0,0,0,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2039,0,0,0,0,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2040,0,0,0,0,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2041,0,0,0,0,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2042,0,0,0,0,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2043,0,0,0,0,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2044,0,0,0,0,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2045,0,0,0,0,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2046,0,0,0,0,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2047,0,0,0,0,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2048,0,0,0,0,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2049,0,0,0,0,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2050,0,0,0,0,0,0,0,0.9,0.9,0.9,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2051,0,0,0,0,0,0,0,0.9,0.9,0.9,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2052,0,0,0,0,0,0,0,0.9,0.9,0.9,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2053,0,0,0,0,0,0,0,0.9,0.9,0.9,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2054,0,0,0,0,0,0,0,0.9,0.9,0.9,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2055,0,0,0,0,0,0,0,0.9,0.9,0.9,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2056,0,0,0,0,0,0,0,0.9,0.9,0.9,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2057,0,0,0,0,0,0,0,0.9,0.9,0.9,0.8,0.9,0.8,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2058,0,0,0,0,0,0,0,0.9,0.9,0.9,0.8,0.9,0.8,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2059,0,0,0,0,0,0,0,0.9,0.9,0.9,0.8,0.9,0.8,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2060,0,0,0,0,0,0,0,0.9,0.9,0.9,0.8,0.9,0.8,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2061,0,0,0,0,0,0,0,0.9,0.9,0.9,0.8,0.9,0.8,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2062,0,0,0,0,0,0,0,0.9,0.9,0.9,0.8,0.9,0.8,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2063,0,0,0,0,0,0,0,0.9,0.9,0.9,0.8,0.9,0.8,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2064,0,0,0,0,0,0,0,0.9,0.9,0.9,0.8,0.9,0.8,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2065,0,0,0,0,0,0,0,0.9,0.9,0.9,0.8,0.9,0.8,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2066,0,0,0,0,0,0,0,0.9,0.9,0.9,0.8,0.9,0.8,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2067,0,0,0,0,0,0,0,0.9,0.9,0.9,0.8,0.9,0.8,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2068,0,0,0,0,0,0,0,0.9,0.9,0.9,0.8,0.9,0.8,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2069,0,0,0,0,0,0,0,0.9,0.9,0.9,0.8,0.9,0.8,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2070,0,0,0,0,0,0,0,0.9,0.9,0.9,0.8,0.9,0.8,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2071,0,0,0,0,0,0,0,0.9,0.9,0.9,0.8,0.9,0.8,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2072,0,0,0,0,0,0,0,0.9,0.9,0.9,0.8,0.9,0.8,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2073,0,0,0,0,0,0,0,0.9,0.9,0.9,0.8,0.9,0.8,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2074,0,0,0,0,0,0,0,0.9,0.9,0.9,0.8,0.9,0.8,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2075,0,0,0,0,0,0,0,0.9,0.9,0.9,0.8,0.9,0.8,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2076,0,0,0,0,0,0,0,0.9,0.9,0.9,0.8,0.9,0.8,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2077,0,0,0,0,0,0,0,0.9,0.9,0.9,0.9,0.9,0.8,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2078,0,0,0,0,0,0,0,0.9,0.9,0.9,0.9,0.9,0.8,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2079,0,0,0,0,0,0,0,0.9,0.9,0.9,0.9,0.9,0.8,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2080,0,0,0,0,0,0,0,0.9,0.9,0.9,0.9,0.9,0.8,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2081,0,0,0,0,0,0,0,0.9,0.9,0.9,0.9,0.9,0.8,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2082,0,0,0,0,0,0,0,0.9,0.9,0.9,0.9,1,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2083,0,0,0,0,0,0,0,0.9,0.9,0.9,0.9,1,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2084,0,0,0,0,0,0,0,0.9,0.9,0.9,0.9,1,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2085,0,0,0,0,0,0,0,1,1,1,0.9,1,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2086,0,0,0,0,0,0,0,1,1,1,0.9,1,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2087,0,0,0,0,0,0,0,1,1,1,0.9,1,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2088,0,0,0,0,0,0,0,1,1,1,0.9,1,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2089,0,0,0,0,0,0,0,1,1,1,0.9,1,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2090,0,0,0,0,0,0,0,1,1,1,1,1,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2091,0,0,0,0,0,0,0,1,1,1,1,1,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2092,0,0,0,0,0,0,0,1,1,1,1,1,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2093,0,0,0,0,0,0,0,1,1,1,1,1,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2094,0,0,0,0,0,0,0,1,1,1,1,1,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2095,0,0,0,0,0,0,0,1,1,1,1,1,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2096,0,0,0,0,0,0,0,1,1,1,1,1,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2097,0,0,0,0,0,0,0,1,1,1,1,1.1,0.8,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2098,0,0,0,0,0,0,0,1,1,1,1,1.1,0.8,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2099,0,0,0,0,0,0,0,1,1,1,1,1.1,0.8,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2100,0,0,0,0,0,0,0,1,1,1,1,1.1,0.8,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2015,0,0,0,0,0,0,0,17.2,17.2,17.2,17.2,17.2,17.2,17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2016,0,0,0,0,0,0,0,17.3,17.3,17.3,17.3,17.3,17.3,17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2017,0,0,0,0,0,0,0,17.4,17.4,17.4,17.4,17.5,17.3,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2018,0,0,0,0,0,0,0,17.5,17.5,17.5,17.6,17.6,17.3,17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2019,0,0,0,0,0,0,0,17.6,17.6,17.6,17.7,17.7,17.4,17.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2020,0,0,0,0,0,0,0,17.7,17.7,17.7,17.8,17.9,17.4,17.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2021,0,0,0,0,0,0,0,17.8,17.8,17.8,17.9,18,17.5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2022,0,0,0,0,0,0,0,17.9,17.9,17.9,18,18.1,17.5,18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2023,0,0,0,0,0,0,0,18,18,18,18.2,18.3,17.6,18.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2024,0,0,0,0,0,0,0,18,18,18,18.3,18.4,17.6,18.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2025,0,0,0,0,0,0,0,18.1,18.1,18.1,18.4,18.5,17.6,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2026,0,0,0,0,0,0,0,18.2,18.2,18.2,18.5,18.6,17.7,18.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2027,0,0,0,0,0,0,0,18.3,18.3,18.3,18.6,18.8,17.7,18.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2028,0,0,0,0,0,0,0,18.4,18.4,18.4,18.7,18.9,17.7,18.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2029,0,0,0,0,0,0,0,18.5,18.5,18.5,18.8,19,17.8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2030,0,0,0,0,0,0,0,18.5,18.5,18.5,18.9,19.1,17.8,19.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2031,0,0,0,0,0,0,0,18.6,18.6,18.6,19,19.2,17.9,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2032,0,0,0,0,0,0,0,18.7,18.7,18.7,19,19.2,17.9,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2033,0,0,0,0,0,0,0,18.8,18.8,18.8,19,19.2,17.9,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2034,0,0,0,0,0,0,0,18.9,18.9,18.9,19.1,19.3,18,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2035,0,0,0,0,0,0,0,18.9,18.9,18.9,19.1,19.3,18,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2036,0,0,0,0,0,0,0,19,19,19,19.1,19.3,18,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2037,0,0,0,0,0,0,0,19.1,19.1,19.1,19.1,19.4,18,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2038,0,0,0,0,0,0,0,19.1,19.1,19.1,19.1,19.4,18.1,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2039,0,0,0,0,0,0,0,19.2,19.2,19.2,19.2,19.4,18.1,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2040,0,0,0,0,0,0,0,19.3,19.3,19.3,19.2,19.4,18.1,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2041,0,0,0,0,0,0,0,19.3,19.3,19.3,19.2,19.4,18.1,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2042,0,0,0,0,0,0,0,19.4,19.4,19.4,19.2,19.5,18.1,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2043,0,0,0,0,0,0,0,19.5,19.5,19.5,19.2,19.5,18.2,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2044,0,0,0,0,0,0,0,19.5,19.5,19.5,19.3,19.5,18.2,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2045,0,0,0,0,0,0,0,19.6,19.6,19.6,19.3,19.5,18.2,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2046,0,0,0,0,0,0,0,19.7,19.7,19.7,19.3,19.6,18.2,19.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2047,0,0,0,0,0,0,0,19.7,19.7,19.7,19.3,19.6,18.2,19.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2048,0,0,0,0,0,0,0,19.8,19.8,19.8,19.3,19.6,18.3,19.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2049,0,0,0,0,0,0,0,19.9,19.9,19.9,19.4,19.6,18.3,19.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2050,0,0,0,0,0,0,0,19.9,19.9,19.9,19.4,19.6,18.3,19.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2051,0,0,0,0,0,0,0,20,20,20,19.4,19.7,18.3,19.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2052,0,0,0,0,0,0,0,20.1,20.1,20.1,19.3,19.7,18.3,19.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2053,0,0,0,0,0,0,0,20.1,20.1,20.1,19.3,19.8,18.4,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2054,0,0,0,0,0,0,0,20.2,20.2,20.2,19.3,19.8,18.4,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2055,0,0,0,0,0,0,0,20.3,20.3,20.3,19.2,19.8,18.4,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2056,0,0,0,0,0,0,0,20.3,20.3,20.3,19.2,19.9,18.4,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2057,0,0,0,0,0,0,0,20.4,20.4,20.4,19.2,19.9,18.5,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2058,0,0,0,0,0,0,0,20.5,20.5,20.5,19.1,20,18.5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2059,0,0,0,0,0,0,0,20.5,20.5,20.5,19.1,20,18.5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2060,0,0,0,0,0,0,0,20.6,20.6,20.6,19.1,20,18.5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2061,0,0,0,0,0,0,0,20.7,20.7,20.7,19.1,20.1,18.5,20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2062,0,0,0,0,0,0,0,20.7,20.7,20.7,19,20.1,18.6,20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2063,0,0,0,0,0,0,0,20.8,20.8,20.8,19,20.2,18.6,20.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2064,0,0,0,0,0,0,0,20.9,20.9,20.9,19,20.2,18.6,20.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2065,0,0,0,0,0,0,0,20.9,20.9,20.9,18.9,20.2,18.6,20.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2066,0,0,0,0,0,0,0,21,21,21,18.9,20.3,18.6,20.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2067,0,0,0,0,0,0,0,21.1,21.1,21.1,18.9,20.3,18.7,20.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2068,0,0,0,0,0,0,0,21.1,21.1,21.1,18.9,20.4,18.7,20.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2069,0,0,0,0,0,0,0,21.2,21.2,21.2,18.8,20.4,18.7,20.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2070,0,0,0,0,0,0,0,21.3,21.3,21.3,18.8,20.4,18.6,20.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2071,0,0,0,0,0,0,0,21.3,21.3,21.3,19,20.6,18.6,20.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2072,0,0,0,0,0,0,0,21.4,21.4,21.4,19.2,20.8,18.6,20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2073,0,0,0,0,0,0,0,21.5,21.5,21.5,19.3,20.9,18.7,20.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2074,0,0,0,0,0,0,0,21.5,21.5,21.5,19.5,21.1,18.7,21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2075,0,0,0,0,0,0,0,21.6,21.6,21.6,19.7,21.2,18.7,21.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2076,0,0,0,0,0,0,0,21.7,21.7,21.7,19.9,21.4,18.7,21.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2077,0,0,0,0,0,0,0,21.7,21.7,21.7,20.1,21.5,18.7,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to residential buildings,2078,0,0,0,0,0,0,0,21.8,21.8,21.8,20.3,21.7,18.8,21.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
